143;соус сметанный с хреном;49
144;картофель или зеленый горошек в масле;75
145;жир топленый;930
146;перец молотый
147;баранина (корейка с реберной косточкой);316
148;огурцы;15
149;свинина или телятина, или баранина (корейка без косточки);316
150;свинина (корейка с реберной косточкой);430
151;сухари молотые
152;фарш (из телятины);200
153;баранина (окорок);316
154;соевые бобы (паста)
155;чили соус или сушеный перец или имбирь
156;херес для подачи
157;куриный кубик
158;креветки;85
159;макаронные изделия;350
160;кокосовая стружка
161;херес сухой
162;перец красный
163;апельсины (цедра);45
164;дол.
165;имбирь
166;кукуруза молодая, консервированная в початках
167;фасоль стручковая зеленая;328
168;грибы (шляпки консервированные);25
169;мясо (бифштексы из вырезки);405
170;лук-шалот;18
171;вино красное виноградное;70
172;перец;19
173;телятина;90
174;коньяк
175;сливки;120
176;капуста китайская или другие овощи;23
177;лапша фасованная
178;имбирь молотый
179;мята свежая
180;свинина (фарш);265
181;баранина (фарш);316
182;булка черствая
183;соус чили;93
184;горчица
185;абрикосы консервированные;47
186;брусника;45
187;яблоки;45
188;свинина;265
189;черешня без косточек;53
190;крахмал
191;мед
192;орехи грецкие измельченные;650
193;свинина (мякоть корейки);265
194;горчица сладкая
195;сок яблочный
196;уксус яблочный;11
197;кинза
198;джем из красной смородины;43
199;уксус винный красный;11
200;баранина на ребрышках;316
201;перец кайенский
202;базилик, чабрец, майоран
203;ананас свежий или консервированный;44
204;говядина (фарш);180
205;горошек зеленый консервированный;75
206;кукуруза
207;фасоль консервированная красная;328
208;мелкая белая
209;кукурузная каша
210;мясо;405
211;сода
212;перец черный молотый для мяса и горошком
213;корень сельдерея
214;телятина (окорок, корейка) (мякоть);430
215;сухари толченые
216;бобы свежие
217;молоко кислое;60
218;вырезка (толстый или тонкий край)
219;окорок свиной;355
220;квас хлебный
221;мята сухая
222;свинина (корейка, окорок);430
223;хлеб ржаной;206
224;свинина (корейка с костью);430
225;батон
226;печень;100
227;перец черный горошком
228;свинина (отбивные с реберной косточкой);265
229;семена тмина
230;гвоздика
231;корень петрушки и укропа;23
232;телятина (эскалопы);90
233;или вино белое;150
234;или вода
235;бекон
236;грудинка свиная;475
237;квас свекольный
238;хлебцы черствый пшеничный;206
239;перец душистый и горький горошком
240;коренья
241;уксус или лимонный сок;30
242;салями
243;горох сушеный;280
244;сало копченое;770
245;капуста китайская;23
246;горошек зеленый;75
247;крахмал кукурузный
248;масло кунжутное;750
249;уксус 6%-й;11
250;перец белый молотый
251;корень имбиря
252;лук-порей;18
253;свинина (корейка);430
254;баклажаны сушеные;28
255;шпинат свежемороженый;16
256;сыр желтый;370
257;соус мадера;93
258;сало растительное;770
259;вино белое молдавское;150
260;спагетти
261;протиум
262;бульон куриный;30
263;яичный белок
264;сахар жженый;295
265;свинина (грудинка);475
266;айва;30
267;тофу
268;паприка
269;вино сладкое;150
270;баранина (грудинка);316
271;смесь пряностей
272;тимьян сушеный
273;говядина (филе);180
274;деми-глясс
275;фарш (говяжий или свиной);200
276;кетчуп;80
277;огурцы маринованные;15
278;цедра тертая 1/2 лим.
279;майоран
280;баранина (корейка);316
281;окорок;202
282;колбаса сырокопченая;370
283;пармезан для посыпки;330
284;шалфей
285;водка рисовая
286;салат кудрявый;11
287;соевый соус для маринада;93
288;соевый соус для соуса;93
289;перец чили сушеный
290;карри порошок
291;йогурт;51
292;листья зеленого салата;11
293;свинина постная (мякоть);265
294;ананас;44
295;сок 0,5 лим.
296;сок ананасовый;44
297;кориандр
298;корица и кардамон молотые
299;шпинат;16
300;куркума молотая
301;корица
302;кардамон молотый
303;перец кайенский молотый
304;лук маринованный;18
305;чабрец
306;ягненок молочный (мякоть)
307;баклажаны крупные;28
308;миндаль рубленый;600
309;сахар и соль;295
310;арахис жареный рубленый
311;кабачки;18
312;карри приправа
313;сахар рафинад;295
314;мускатный орех
315;каперсы
316;хлебные крошки;206
317;вода холодная или молоко;60
318;мука для панирования;348
319;свиные ножки
320;горошек зеленый мороженый;75
321;капуста кислая;23
322;ягоды можжевельника
323;колбаса домашнего приготовления;250
324;перец черный несколько горошин
325;сок 1 апельсина;45
326;тмин или укроп;30
327;телятина (спинная часть);90
328;тыква;20
329;перец белый
330;лук;18
331;перец сладкий, зеленый и желтый;19
332;орехи рубленые;650
333;бренди
334;чили
335;перец молотый черный
336;корейка телятины (мякоть);430
337;щавель измельченный;27
338;йогурт сливочный;51
339;ветчина постная;365
340;ананас в собственном соку;44
341;сок клюквенный
342;апельсины или мандарины;45
343;сок черной смородины неразбавленный;43
344;телятина (отбивная);90
345;грибы;25
346;соус (чили);93
347;тимьян
348;пюре
349;почки телячьи;66
350;телятина вареная (мякоть);90
351;шампиньоны вареные;27
352;соус сметанный;93
353;зелень чеснока;60
354;баранина отбивные;316
355;аджика
356;свинина или телятина;265
357;печень гусиная;100
358;соус табаско;93
359;салат кочанный;11
360;перец чили
361;мята
362;любисток рубленый
363;уксус 3%-ый;11
364;перец черный горошком и молотый
365;уксус винный 3%-й;11
366;цедра апельсиновая натертая;45
367;орехи грецкие толченые;650
368;мука кукурузная;348
369;батон черствый
370;мадера
371;лисички
372;хлеб (крутоны);206
373;черный перец
374;сухари тертые
375;свинина, говядина или дичь (вырезка);180
376;оливки без косточек;115
377;вишня;25
378;сироп вишневый
379;кардамон
380;или томатный соус;20
381;уксус яблочный или винный;11
382;базилик;27
383;баранина (мякоть);316
384;перец острый
385;хмели-сунели
386;сало курдючное;770
387;баранина (корейка) (мякоть);316
388;баранина (почечная часть);316
389;уксус;11
390;перец молотый красный и черный
391;баранина (задняя часть);316
392;сыр сулугуни;370
393;оливки и маслины с косточками;351
394;базилик рубленный;27
395;капуста (2 кг);23
396;помидоры твердые 10 шт и мягкие;20
397;орехи грецкие;650
398;барбарис
399;коньяк или джин
400;орехи грецкие мелко рубленные;650
401;груши
402;сыр пармезан;330
403;сердце;87
404;легкие
405;почки;66
406;корейка свиная;430
407;сардельки;160
408;сыр гауда;370
409;соус деми-гляс;93
410;телятина (филе);90
411;грудинка телячья;475
412;курица (мякоть);135
413;грибы жареные;25
414;опята;20
415;лапша
416;сливки;120
417;сало шпик;365
418;капуста квашеная;28
419;редька;25
420;телятина (корейка);430
421;капуста цветная;18
422;фасоль зеленая консервированная;328
423;соус кисло-сладкий;93
424;перец маринованный;19
425;икра красная;250
426;икра черная;250
427;картофель фри;60
428;розмарин свежий
429;коньяк или ром
430;грибы свежие или мороженые;25
431;картофель жареный;60
432;свинина (окорок, корейка);430
433;грибы свежие или замороженные;25
434;клюква;33
435;тесто пресное или
436;сыр эмменталь или космтромской, пошехонский;370
437;ветчина копченая;365
438;фарш мясной;200
439;вино красное столовое;150
440;апельсины;45
441;имбирь измельченный
442;свинина (окорок, корейка) (мякоть);430
443;грудинка свиная с реберными костями;475
444;ребрышки свиные или корейка с реберной костью;430
445;тмин
446;семена фенхеля молотые
447;цедра лимона тертая;30
448;авокадо;100
449;орешки кедровые
450;фисташки крупно рубленные;620
451;бульон из баранины;30
452;душица сушеная молотая
453;свинина (грудинка или корейка);475
454;джем абрикосовый;47
455;кефир;60
456;соус кари;93
457;свинина нежирная (мякоть);265
458;жир свиной;930
459;смесь пряностей корейских
460;ананас консервированный;44
461;листья салата;11
462;говядина (грудинка);180
463;перец красный и черный молотый
464;портвейн
465;горчица острая
466;свинина (окорок);265
467;брусника моченая или клюква;45
468;телятина (грудинка);475
469;базилик сухой;27
470;вырезка свиная
471;приправа Деликат
472;соус клюквенный;93
473;вырезка говяжья
474;мусс из стерляди
475;сыр ризотто;370
476;оливки;115
477;цуккини;16
478;соус лимонный и деми-глясс;30
479;вырезка телячья
480;помидоры черри;20
481;яйцо для теста и 1 шт;65
482;сок томатный;20
483;перец горршком, соль
484;сухари пшеничные
485;смесь овощей
486;соевый соус пряный;93
487;морской гребешок
488;тесто фигурное
489;орехи грецкие молотые;650
490;брокколи
491;сливки нежирные;120
492;брынза;260
493;лечо (340 г)
494;фарш (говяжий);200
495;зелень сельдерея;21
496;окорок сырокопченый;202
497;коньяк или бренди
498;фарш (из баранины);200
499;помидоры консервированные;20
500;грудинка баранья;475
501;кыстыбый (см. рецепт)
502;соус винный;93
503;персики;45
504;чипсы баклажановые;28
505;соус карри;93
506;соус каландай;93
507;соус из сладкого перца;93
508;пикули
509;приправа для мяса
510;рулька свиная
511;курица копченая;135
512;белые грибы сухие;210
513;крупа гречневая;346
514;йогурт нежирный без фруктов;51
515;корнишоны
516;Растительное масло;900
517;имбирь мелко измельченный свежий
518;мякоть ягнятины
519;паста карри
520;шпинат измельченный;16
521;кориандр и лим. для гарнира
522;мякоть ягнятины, нарезанная кусками
523;имбирь свежий мелко измельченный
524;тмин молотый
525;сливки 10%-ные;120
526;миндаль молотый;600
527;гарам масала (смесь специй)
528;экстракт гранатовый;52
529;сахар, соль, перец черный;295
530;хлебные крошки вымоченные в молоке;206
531;сливки 10%-е или немолочные неподслащенные;120
532;букет гарни
533;колбаса чесночная или испанские чоризо (сырокопченые колбаски из свинины);250
534;корейка свиная (мякоть);430
535;горох сушеный турецкий (сушеный);280
536;корейка;430
537;ягненок
538;котлеты
539;сердце ягненка;87
540;яичный желток или небольшое яйцо;65
541;хлебные крошки белые;206
542;тимьян молотый
543;жюс-лье
544;тесто c околопочечным жиром
545;сельдерей салатный;11
546;репа;23
547;бифштексы по 150-200 г
548;соус "Шасер";93
549;бифштексы
550;соус из красного вина;93
551;костный мозг из говяжих костей
552;лопатка (без костей)
553;бульон из телятины;30
554;жюс-лье или деми-гляс
555;мука со специями;348
556;телячьи эскалопы (слегка отбитые)
557;деми-гляс
558;шерри белое вино;150
559;сливки 35%;210
560;эскалопы небольшие тонкие телячьи (всего 8)
561;ветчина пармская;365
562;котлеты свиные
563;яблоки сладкие;45
564;ребрышки свиные
565;тосты из белого хлеба;206
566;телятина (вырезка);90
567;смородина красная;43
568;перец черный свежемолотый
569;чабер
570;спаржа
571;баранина (ребра с мякотью);316
572;виноград;70
573;томатный сок;20
574;перец черный и острый молотый
575;оладьи картофельные;60
576;свинина (корейка) (мякоть);430
577;блинчики
578;лисички маринованные
579;сок апельсиновый;45
580;розмарин
581;сливы;44
582;ежевика;32
583;оленина (корейка с реберной костью);430
584;гвоздика молотая
585;спаржа вареная
586;Баранину нарежьте кусками, обжарьте на масле, добавьте овощи и жарьте еще несколько мин. Влейте немного бульона, посолите, поперчите и тушите до готовности.;30
587;Для соуса авокадо измельчите вместе с зеленью базилика, добавьте сливки и сметану, затем доведите до кипения и заправьте специями.;41
588;Из слоеного теста вырежьте фигурки и выпеките в духовке.
589;При подаче баранину и овощи выложите на блюдо, полейте соусом и оформите выпеченными из теста изделиями.
590;<strong> Автор рецепта:</strong>
591;Халилова Лилия, г Магнитогорск. Повар V разряда. Место работы: столовая ЗАО АПК ДК металлургов им. С. Орджоникидзе ОАО ММК, заведующая производством.
592;мясо свинины или куриное филе;405
593;грейпфрут;30
594;хлопья овсяные;305
595;фарш говяжий;200
596;ананасы консервированные;44
597;мозги телячьи
598;мука и жир;348
599;баранина (лопатка);316
600;семена тмина и шафрана
601;перец черный и красный молотые
602;свинина (корейка, окорок) (мякоть);430
603;розмарин рубленый
604;телятина (грудинка или лопатка) (мякоть);475
605;перец сладкий консервированный;19
606;фундук молотый;670
607;лайм
608;перец жгучий
609;эстрагон рубленый
610;вырезка свиная или мякоть молодой баранины
611;пряности сушеные молотые: орегано, тимьян, майоран
612;шалфей сушеный
613;зелень базилика и майорана;41
614;паприка розовая молотая
615;фасоль зеленая;328
616;сладкий перец;19
617;салат рауке или рукола;11
618;паста из анчоусов
619;котлеты из баранины с косточкой
620;сыр адыгейский или брынза;260
621;сливки жидкие;120
622;говядина (антрекоты);180
623;свинина (эскалопы жирные);265
624;лук маринованный, зерна граната, зелень;18
625;свинина (лопатка);265
626;базилик рубленый
627;карри
628;свинина (эскалопы) или антрекоты из говядины, или филе курицы;135
629;фарш свиной;200
630;грудинка свиная копченая;475
631;орехи грецкие (половинки ядер);650
632;овощи свежие
633;лечо
634;сладкий зеленый перец;19
635;фасоль белая;328
636;фарш мясной или куриный;200
637;овощи свежие, зеленый лук, зелень;18
638;любисток
639;огурцы маринованные или свежие;15
640;курица (филе);135
641;желатин
642;грудинка говяжья без костей;475
643;перец душистый горошком
644;Для гарнира:
645;бульонный кубик овощной;30
646;свинина (мякоть) (корейка);430
647;яйца;65
648;перец черный и красный молотый
649;Для риса с шафраном:
650;шафран измельченный
651;баранина на кости;316
652;тимьян рубленый
653;тыква маленькая или кабачок;18
654;бобы, консервированные в томатном соусе;20
655;сок
656;мякоть говядины
657;свекла;40
658;или лимонная кислота разведенная;30
659;Для соуса:
660;телятина (лопатка);90
661;мякоть говядины (вырезка)
662;киви;50
663;мозги говяжьи
664;уксус 6%-ный;11
665;перец черный и кайенский молотые
666;каннеллони (макароны);350
667;мозги
668;квас
669;свинина (мякоть) (окорок);265
670;отбивные из свинины
671;цедра
672;мякоть говядины (толстый край)
673;мясо зайца;405
674;булочки черствые
675;шампиньоны маринованные;27
676;фарш говяжий;200
677;мякоть баранины (тазобедренная часть)
678;помидор;20
679;алыча;38
680;соевые бобы пророщенные
681;свинина (мякоть) (лопатка);265
682;эскалопы
683;пиво темное;42
684;мякоть говядины (шейная часть)
685;крупа ячневая;343
686;мякоть баранины
687;эстрагон рубленный
688;порошок карри
689;крем фреш
690;перец болгарский;19
691;отбивные свиные
692;мякоть баранины (лопатка)
693;фенхель или укроп;30
694;вино красное десертное;150
695;имбирь маринованный или свежий
696;маринад
697;мякоть говядины (тонкий край)
698;перец чили красный
699;уксус 3 %-й;11
700;мякоть вареной свинины
701;бобы черные
702;соевый соус светлый;93
703;мякоть баранины (окорок);202
704;имбирь, анис молотые
705;мякоть баранины (корейка);430
706;грибы (опята, белые, шампиньоны);20
707;сердце говяжье;87
708;грибы сушеные;210
709;почки говяжьи;66
710;миндаль;600
711;филе куриное
712;кабачок;18
713;горошек зеленый или фасоль в стручках;75
714;сахарная пудра;295
715;сок лайма
716;- 1 ст.л.
717;мякоть говядины (лопатка)
718;Для фарша:
719;булочка черствая
720;говядина тушеная;180
721;вустерширский соус;93
722;пиво "Гинесс" темное;42
723;горчичный порошок
724;мякоть косули
725;сельдерей корень
726;- 2 ст.л.
727;мякоть телятины
728;перец чили молотый
729;почки свиные;66
730;соус томатный;20
731;курица вареная, мякоть;135
732;огурец;15
733;гарам масала
734;говядина (лопатка);180
735;или баранина (грудинка);316
736;топленое масло;885
737;зелень (мята, петрушка, кинза);23
738;свинина (мякоть) (тазобедр.часть);265
739;чечевица красная;310
740;лимонная кислота;30
741;баранина (шейная часть);316
742;сердце баранье;316
743;кубик бульонный;30
744;макароны вареные;350
745;горох вареный;280
746;сок ананасовый (от ананасов конвервированных);44
747;бараньи ножки
748;капуста;23
749;сливочное масло;750
750;рубец говяжий
751;кости
752;зелень фенхеля;41
753;перец черный горошком дробленый
754;сок смородиновый;43
755;уксус фруктовый;11
756;майоран молотый
757;мякоть говядины (грудинка);475
758;мякоть телятины (лопатка)
759;смесь пяти пряностей
760;зерна пшеницы
761;фасоль вареная;328
762;сердце говяжье вареное;87
763;нут проросший
764;соус горчичный;93
765;пюре томатное;20
766;сыр моцарелла;370
767;перец, лавровый лист
768;цедра 1 лим.
769;порошок горчичный
770;пиво светлое;42
771;вино белое полусухое;150
772;булочки
773;орегано рубленое
774;кольраби
775;пряники
776;маслины без косточек;351
777;мякоть говядины (вырезка, толстый край)
778;огурец маринованный;15
779;сливы без косточек;44
780;сухари ржаные молотые
781;мякоть копченой корейки
782;Для тефтелей:
783;кролик;115
784;кунжут подсоленный
785;печень баранья;100
786;белое вино;150
787;печень телячья или гусиная;100
788;панировочные сухари
789;морковь отварная;33
790;филе куриное вареное
791;сердце куриное;87
792;петрушка;23
793;мякоть кролика;115
794;яблочный уксус;11
795;пряности
796;булочка пшеничная
797;мякоть вареной говядины
798;соус хрен;49
799;свинина ребрышки;265
800;уксус бальзамико;11
801;мед жидкий
802;сахар коричневый;295
803;соль с пряностями для гриля
804;перец кайенский молтый
805;перец душистый молотый
806;свинина маринованная;265
807;соленые огурцы;15
808;пшеничный хлеб;206
809;свинина (мякоть) (грудинка);475
810;зелень базилика;41
811;мясной бульон;30
812;лук серебристый;18
813;кубики бульонные;30
814;горчица дижонская
815;Для маринада:
816;грибы консервированные;25
817;зелень, базилик;41
818;бычьи хвосты
819;виноград без косточек;70
820;апельсин;45
821;перец розовый молотый
822;паприка сладкая и острая
823;майоран рубленый
824;мякоть баранины отварная
825;салат-латук;11
826;соус соевый;93
827;тмин, семена фенхеля и кориандр
828;мякоть оленины
829;ром
830;оливки фаршированные;115
831;масло ореховое;750
832;арахис рубленный
833;соус чилийский;93
834;тесто слоеное готовое
835;бифштексы жареные
836;помидоры желтые;20
837;баклажаны белые;28
838;перец красный и белый молотый
839;мякоть ягненка
840;тыква или патисоны;20
841;перец чесночный
842;корейка баранья с косточкой;430
843;тимьян рубленный
844;грудинка;475
845;розмарин рубленный
846;зелень и любисток рубленные;41
847;перец свежесмолотый
848;сосиски молочные;235
849;мини-кукуруза
850;капуста брюссельская;12
851;баранина грудинка с косточкой;316
852;зелень розмарина;41
853;зелень тимьяна;41
854;грибы белые;25
855;бараньи почки;66
856;мякоть говядины или свинины
857;фундук;670
858;хрен;49
859;фарш говяжий из говядины и свинины;200
860;корнеплоды (морковь, петрушка, сельдерей и др.);56
861;куриные потроха
862;фарш мясной (половина говядины, половина свинины);200
863;сосиски короткие;235
864;сыр плавленый;370
865;перец душистый
866;соус устричный, сок лимонный, соевое масло;930
867;грибы вареные;25
868;огурец соленый или маринованный;15
869;помидор соленый;20
870;мякоть баранины или телятины
871;свинина (мякоть), баранины или телятины;265
872;смесь молотых пряных трав
873;вода (бульон);30
874;субпродукты говяжьи (почки, печень, сердце);100
875;мясо соевое сушеное;900
876;мякоть телятины или говядины
877;мякоть телятины (толстый край)
878;мякоть говядины или баранины
879;картофель молодой;60
880;капуста белокочанная и краснокочанная;23
881;горчица столовая
882;репчатый лук;43
883;вино красное сухое;85
884;лимонный сок;30
885;приправа карри
886;сосиска
887;зеленый горошек;75
888;соус бешамель;93
889;батон без корочек
890;говядина или свинина;180
891;черный перец (молотый)
892;гречка;346
893;укроп;30
894;зеленый лук;18
895;репчатый лук мелкий;43
896;гренки
897;корейка свиная с ребрышками;430
898;сладкий перец красный и зеленый;19
899;овощной отвар
900;белые грибы;25
901;свинина (мякоть) (корейка, окорок);430
902;окорок копченый;202
903;яблоко;45
904;батон нарезной черствый
905;молоко (вода);60
906;фарш из телятины;200
907;колбаса вареная;250
908;мякоть баранины (корейка, окорок);430
909;филе утиное
910;филе фазана
911;стеб. сельдерея
912;крошки свежего хлеба;206
913;баклажан маленький;28
914;цуккини маленькие;16
915;мята сушеная
916;цедра лимонная;30
917;розмарин сушеный
918;семена горчицы
919;зелень майорана;41
920;рис длиннозерный;337
921;горошек зеленый свежемороженый;75
922;язык телячий;165
923;красная смородина;43
924;мякоть телятины (грудинка);475
925;перец белый и черный горошком
926;семена кориандра
927;палочка корицы
928;семена жгучего перца
929;травяная соль
930;шерри сухое
931;фарш свиной для сосисок;200
932;репчатый лук мелко рубленный;43
933;орегано рубленый
934;подсолнечное масло;900
935;кетчуп томатный;80
936;порошок или паста карри
937;перец зеленый горошком
938;перец чили без семян нарезанный
939;патока или мед
940;винный уксус;11
941;смесь сушеных трав
942;арахисовое масло;750
943;орегано нарезанный
944;херес сладкий
945;печень телячья или баранья;100
946;стеб. сельдерея нарезанный
947;орегано, базилик
948;мята мелко рубленная
949;стейк из костреца костный
950;сладкий перец зеленый;19
951;порошок чили
952;перец чили свежий зеленый мелко нарезанный;19
953;сосиски франкфуртские маленькие;235
954;сосиски маленькие;235
955;сосиски говяжьи и свиные маленькие;235
956;горчица английская
957;майоран сушеный
958;сладкий перец красный;19
959;филе свиное или постная лопатка
960;сосиски франкфуртские;235
961;сосиски свиные с зеленью;235
962;котлеты из баранины тонкие
963;сыр тертого;370
964;филе индейки
965;лук жемчужный;18
966;базилик сушеный
967;сладкий перец зеленый и красный;19
968;картофель молодой вареный;60
969;филе куриное или индейки
970;лапша китайская
971;крекеры с креветками
972;мякоть баранины (лопатка или шея)
973;винный уксус белый;11
974;окорок сырой постный;202
975;приправа из клюквы
976;сыр голубой;370
977;майоран, тимьян
978;ребрышки
979;семена фенхеля
980;ветчина вареная;365
981;вырезка свиная копченая
982;бульон свиной;30
983;сосиски из индейки;235
984;салями маленькая
985;фарш свиной сосисочный;200
986;патока светлая
987;эстрагон, базилик, орегано
988;филе гусиное или утиное
989;эстрагон или тимьян
990;долма (голубцы в виноградных листьях);70
991;кукуруза (молодые початки)
992;вино белое игристое;150
993;эстрагон
994;шафран
995;хвосты омаров
996;стебли сельдерея
997;херес
998;смесь овощных соков
999;тимьян, майоран
1000;филе гусиное
1001;ростки бамбука
1002;лапша рисовая вареная;337
1003;соус хойсин;93
1004;хвосты омаров или креветки;85
1005;банан;90
1006;филе говядины зайца, нарезанное кубиками
1007;тонкие бараньи отбивные без жира
1008;винный уксус красный;11
1009;цедра 0,5 лим. тертая
1010;ягоды можжевельника раздавленные
1011;тимьян и майоран сушеные
1012;вешенки
1013;корейка свиная без косточки;430
1014;отбивные из баранины
1015;сыр сливочный;370
1016;вино сухое;85
1017;мякоть телятины (корейка);430
1018;Для риса:
1019;корейка свиная с косточкой;430
1020;кориандр молотые
1021;перец красный молотый, майоран и тимьян рубленые
1022;тосты без корочек
1023;зерна горчичные
1024;бульонный кубик с беконом;30
1025;яблочный уксус для вымачивания;11
1026;молотый черный перец
1027;консервированная кукуруза
1028;сок лимонный или лайма;30
1029;шницели из телятины
1030;краснокочанная капуста;23
1031;апельсиновый сок;45
1032;пшеничная мука;348
1033;соус томатный с зеленью;20
1034;зелень, кинза, базилик;41
1035;сироп ягодный
1036;баранина (корейка) с ребрышками;316
1037;белое вино полусладкое;150
1038;эстрагон мелко рубленый
1039;густые сливки;120
1040;отбивные
1041;джем клюквенный
1042;джем клубничный
1043;сухое вино красное;85
1044;свинина (корейка) на ребрышках;430
1045;сухое вино белое;85
1046;говядина (тазобедренная часть);180
1047;куриное филе
1048;свинина (мякоть) нежирная;265
1049;баранина (корейка с ребрышками);316
1050;зерна граната;52
1051;картофель вареный;60
1052;сок 2 лимонов;30
1053;красный перец острый
1054;колбаски
1055;консервированные фрукты (персик, ананас, груша);44
1056;грецкие орехи;650
1057;горох;280
1058;лосось консервированный в собственном соку;145
1059;вермишель яичная
1060;свинина (мякоть) (свинина);265
1061;шнитт-лук;18
1062;фарш говяжий и бараний;200
1063;смесь овощей замороженная (капуста, лук, помидоры, морковь, фасоль);94
1064;почки теленка;66
1065;ревень;16
1066;земляника
1067;соус мясной деми-глясс;93
1068;сироп гранатовый;52
1069;виноград белый;70
1070;шпикачки
1071;соус хрен с лесными ягодами;49
1072;соус винный с паприкой;93
1073;вермут сухой
1074;колбаски для жаренья
1075;лисички вареные
1076;сироп фруктовый
1077;тесто слоеное
1078;орешки кедровые рубленые
1079;соус винно-яблочный;93
1080;орегано сушеное
1081;сок вишневый
1082;чипсы картофельные;60
1083;яичные белки
1084;мякоть телятины вареная
1085;соус молочный;93
1086;семена тмина молотые
1087;соус коньячный;93
1088;рубцы
1089;зелень шалфея;41
1090;мякоть говядины (толстый или тонкий край)
1091;семена кунжута
1092;персики консервированные;45
1093;Для начинки:
1094;хлопья миндаля;305
1095;филе куриное копченое
1096;бульон овощной;30
1097;сок и цедра 1 апельсина;45
1098;вино рисовое;150
1099;анис и гвоздика
1100;мандарины консервированные;41
1101;хлопья кукурузные;369
1102;батон пшеничный черствый
1103;молоко топленое;60
1104;чипсы с сыром
1105;арахис
1106;сердце вареное;87
1107;мясо говядины;405
1108;стручковая фасоль;328
1109;зелень чабреца и петрушки;23
1110;печень говяжья вареная;100
1111;бифштексы (полуфабрикат)
1112;фарш куриный;200
1113;мякоть телятины, свинины и курицы;135
1114;зелень чабреца;41
1115;печень свиная;100
